card_id,card_name,issuer,annual_fee_domestic,dining_benefit_score,dining_score_norm,weighted_match_score,match_score_norm,fee_efficiency_norm,issuer_pref_norm,final_score,reason
666,올바른 FLEX 카드,NH농협카드,10000.0,100.0,1.0,25.25,1.0,0.9830508474576272,0.0,0.7957627118644068,"외식점수 1.00, 연회비효율 0.98, 매칭 1.00"
51,삼성카드 taptap O,삼성카드,10000.0,50.0,0.5,21.75,0.8613861386138614,0.9830508474576272,1.0,0.774970632656486,"외식점수 0.50, 연회비효율 0.98, 매칭 0.86"
2886,삼성 iD SELECT ON 카드,삼성카드,20000.0,20.0,0.2,3.416666666666667,0.1353135313531353,0.9491525423728814,1.0,0.5375851652961907,"외식점수 0.20, 연회비효율 0.95, 매칭 0.14"
